dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank
pagie,42,EPLEX,EPLEX,13,1,kept,plog(((plog((0.313+plog(((1.889/(x1/0.459))+((x1/0.415)^3)))))/0.492)+plog((0.694+(x0^2))))),plog(plog(x0**2 + 0.694) + 2.03252032520325*plog(plog((13.991224004743*x1**4 + 0.867051)/x1) + 0.313)),42,29.0,6.0,27.0,6.0,27.0,5.0,25.0,5.0,6.0,4.0
pagie,43,EPLEX,EPLEX,14,1,kept,((1.978-exp((((x1^3)*plog(1.562))-exp((x1-((exp(((0.728*plog(0.875))-exp((plog(((x1^3)*(((x0^2)*plog(1.018))-exp((plog(1.937)-exp(x1))))))-exp(plog(1.683))))))/x1)^2))))))-exp(((plog(1.886)*1.807)-exp((plog(1.557)*(plog(1.333)+(x0^2))))))),-exp(x1**3*plog(1.562) - exp((x1**3 - exp(1.456*plog(0.875) - 2*exp(plog(x1**3*(x0**2*plog(1.018) - exp(plog(1.937) - exp(x1)))) - exp(plog(1.683)))))/x1**2)) - exp(1.807*plog(1.886) - exp((x0**2 + plog(1.333))*plog(1.557))) + 1.978,43,72.0,11.0,46.0,9.0,78.0,13.0,51.0,11.0,11.0,8.0
pagie,44,EPLEX,EPLEX,15,1,kept,((-0.887^2)+((-2.828/(((plog((x0/(((plog(((x1/((((((-0.887^2)^2)+(-0.845^2))^2)-(((-1.645/((((plog((x0/x1))^2)^2)-0.158)+1.3))^2)-1.506))+0.922))^2))^2)+0.457)+2.006)))^2)+1.346)+1.172))^2)),-0.786769 + 1.26138411854031/(0.39714058776807*plog(x0/(plog(0.168375426124201*x1**2*(0.875656742556918*plog(x0/x1)**4 + 1)**4/((0.875656742556918*plog(x0/x1)**4 + 1)**2 - 0.851410399769728)**2)**2 + 2.463))**2 + 1)**2,44,55.0,14.0,36.0,8.0,59.0,11.0,50.0,11.0,13.0,7.0
pagie,45,EPLEX,EPLEX,16,1,kept,plog((((plog((plog((plog(-0.021)-(0.607/exp((plog((x1/(0.447/exp(plog(x0)))))/(-0.542))))))/(-0.302)))^2)/(-0.927))/(-1.297))),plog(0.831726022794283*plog(-3.3112582781457*plog(plog(-0.021) - 0.607*exp(1.8450184501845*plog(2.23713646532438*x1*exp(plog(x0))))))**2),45,33.0,7.0,28.0,7.0,33.0,7.0,26.0,6.0,7.0,5.0
pagie,46,EPLEX,EPLEX,17,1,kept,(exp((0.168*((-0.084+(((x0*(-0.358))^2)-0.794))/((0.458*(x0*(-0.52+(-0.467+(-0.961/((-0.144+(((-0.799/((-0.608*x0)^2))^3)-0.955))^2))))))^2))))+(exp(((0.548^3)*(((-0.49/((x1*(-0.786))^2))-0.617)/(x1^2))))^3)),exp((-0.304612761792*x1**2 - 0.391574063671503)/x1**4) + exp(0.822136671474921*(0.128164*x0**2 - 0.878)*(0.108837568328275*x0**6 + 1)**4/(x0**2*(0.00954923344395646*x0**12 + (0.108837568328275*x0**6 + 1)**2)**2)),46,67.0,20.0,45.0,13.0,57.0,11.0,43.0,9.0,16.0,6.0
pagie,47,EPLEX,EPLEX,18,1,kept,(exp((plog((0.256*x1))*(0.447^2)))/(exp((-0.916^3))+(((plog(((plog((0.139*x1))*((0.383/exp((0.14*(plog(((plog(((x0*(0.116*x1))*x0))*(-0.439))*x1))*plog((x0*(exp((-1.01^3))+plog(x1))))))))^2))*x1))*0.385)/x0)^2))),x0**2*exp(0.199809*plog(0.256*x1))/(0.46367319501262*x0**2 + 0.148225*plog(0.146689*x1*plog(0.139*x1)*exp(-0.28*plog(x0*(plog(x1) + 0.356899517644987))*plog(-0.439*x1*plog(0.116*x0**2*x1))))**2),47,59.0,10.0,57.0,10.0,67.0,12.0,59.0,10.0,10.0,9.0
pagie,48,EPLEX,EPLEX,19,1,kept,(exp(((plog((x0*(-0.382)))^3)^3))-(((-0.438/(0.616^2))*exp(((plog((x1*(-0.327)))*exp(-0.212))^3)))*0.821)),exp(plog(-0.382*x0)**9) + 0.947667186709394*exp(0.529405817708694*plog(-0.327*x1)**3),48,25.0,5.0,20.0,4.0,25.0,6.0,19.0,4.0,6.0,4.0
pagie,49,EPLEX,EPLEX,20,1,kept,((exp((0.305*plog(((plog(plog(-0.286))*x1)*x0))))+0.36)+(plog(((-0.045*x1)*x0))*(0.122-exp((0.314*plog((exp(plog(((((0.4-plog((x1*plog(-0.035))))*x1)*x0)*(-0.029*plog((((-0.25^2)-plog(-0.17))*x0))))))*(-0.136)))))))),-(exp(0.314*plog(-0.136*exp(plog(0.029*x0*x1*(plog(x1*plog(-0.035)) - 0.4)*plog(-x0*(plog(-0.17) + 0.0625)))))) - 0.122)*plog(-0.045*x0*x1) + exp(0.305*plog(x0*x1*plog(plog(-0.286)))) + 0.36,49,66.0,14.0,50.0,11.0,70.0,16.0,50.0,11.0,12.0,9.0
pagie,50,EPLEX,EPLEX,21,1,kept,plog(((-0.603/0.079)+((-0.358*(((-1.641/0.099)/(((x1^2)^2)+(1.382^2)))/((0.934^3)-0.119)))-((-0.476/0.128)/(((x0^2)^2)+(((0.979^3)+((((-0.346/(0.934-0.142))/0.848)/(((x1^2)^2)+0.979))^2))^3)))))),plog(-7.63291139240506 + 8.52872590997636/(x1**4 + 1.909924) + 3.71875/(x0**4 + 0.826122073149128*(1 + 0.282853823992358/(x1**4 + 0.979)**2)**3)),50,43.0,10.0,29.0,7.0,33.0,8.0,28.0,8.0,10.0,7.0
pagie,51,EPLEX,EPLEX,22,1,kept,exp((plog((((plog((x1+0.385))*((-0.328/(-0.612))^3))/(-0.379))-plog((((-0.479/(-0.246/(-0.358)))-((-0.289/(-0.327))^3))-(x1/(-0.045-(((-0.464/x0)/x0)^2)))))))*((-0.293/(-0.389))^3))),exp(0.42732082391662*plog(-plog((x0**4*x1 - 0.0624330452543088*x0**4 - 0.298701886912704)/(0.045*x0**4 + 0.215296)) - 0.406188903316357*plog(x1 + 0.385))),51,32.0,8.0,27.0,6.0,38.0,8.0,30.0,7.0,8.0,6.0
pagie,52,EPLEX,EPLEX,23,1,kept,plog((((-0.426^2)*plog(0.433))-plog(((plog((-0.601*(-0.205^3)))^2)*((x1*(0.211+(((x0*(0.152+0.523))^2)-((-0.465^2)*0.128))))-(-0.608+0.559)))))),plog(-0.181476*plog(0.433) - plog((x1*(0.455625*x0**2 + 0.2386768) + 0.0489999999999999)*plog(0.005177690125)**2)),52,29.0,7.0,18.0,5.0,29.0,7.0,16.0,4.0,9.0,3.0
pagie,53,EPLEX,EPLEX,24,1,kept,exp(plog(plog(exp((plog(plog((plog((x0/plog(-0.909)))^2)))+exp((plog(plog(exp(plog(exp((0.286+(plog(plog(plog(plog(plog((plog((x1/plog(-1.048)))^2))))))*exp((plog(exp(plog((0.36*(-0.127*plog((((x1/plog(-1.026))-plog(plog(exp(plog(0.338)))))^2)))))))^3)))))))))^3))))))),exp(plog(plog(exp(plog(plog(plog(x0/plog(-0.909))**2)) + exp(plog(plog(exp(plog(1.33109245525229*exp(plog(plog(plog(plog(plog(plog(x1/plog(-1.048))**2)))))*exp(plog(exp(plog(-0.04572*plog((x1 - plog(-1.026)*plog(plog(exp(plog(0.338)))))**2/plog(-1.026)**2))))**3))))))**3))))),53,85.0,8.0,57.0,6.0,89.0,8.0,57.0,6.0,7.0,6.0
pagie,54,EPLEX,EPLEX,25,1,kept,(exp((-0.772^2))-(-0.16+(exp((plog(-0.598)*((x1-(x1-(exp(plog((plog((plog((x0*(-0.413^3)))*(-0.543^3)))+(exp((-0.33*((0.032+((x1-(x1*(exp(plog((exp(plog(exp(plog((x0*(-0.371^2))))))*(-0.774^2))))*(-0.543^2))))^2))-plog((x0*(-0.735^3))))))^2))))^2)))^2)))^3))),0.711020095242334 - 1.0*exp(3*plog(-0.598)*exp(4*plog(plog(-0.160103007*plog(-0.070444997*x0)) + 0.979101465343806*exp(-0.05737771564866*x1**2*exp(2*plog(-0.599076*exp(plog(exp(plog(-0.137641*x0)))))) - 0.38920068*x1**2*exp(plog(-0.599076*exp(plog(exp(plog(-0.137641*x0)))))) - 0.66*x1**2 + 0.66*plog(-0.397065375*x0))))),54,69.0,12.0,46.0,10.0,100.0,25.0,61.0,16.0,11.0,7.0
pagie,55,EPLEX,EPLEX,26,1,kept,(plog(plog(-0.876))/plog((exp((plog(0.607)-(((exp((plog(-0.826)-exp((-0.896-(exp((((((-0.697-(-0.118^3))^3)-plog(-1.123))^3)-plog((x0^2))))^2)))))^2)*exp(exp((plog(0.559)*exp(plog((x1^2)))))))^3)))^2))),plog(plog(-0.876))/plog(exp(2*plog(0.607) - 2*exp(6*plog(-0.826) + 3*exp(plog(0.559)*exp(plog(x1**2))) - 2.44919517166754*exp(-exp(-2*(plog(-1.123) + 0.336219914133616)**3 - 2*plog(x0**2)))))),55,56.0,7.0,32.0,6.0,63.0,15.0,35.0,10.0,8.0,5.0
pagie,56,EPLEX,EPLEX,27,1,kept,(exp((-0.777/(((x1*(exp((-0.306+x1))-x1))^2)*1.032)))-(exp((((0.351/((x0*0.3)^2))/(-2.161))*exp(-0.942)))/(-0.958))),exp(-0.752906976744186/(x1**2*(x1 - 0.7363866194561*exp(x1))**2)) + 1.04384133611691*exp(-0.703565342734522/x0**2),56,32.0,9.0,22.0,5.0,28.0,6.0,21.0,4.0,8.0,4.0
pagie,57,EPLEX,EPLEX,28,1,kept,exp((exp(plog((exp(plog(exp(plog(exp(plog(exp(plog(exp(exp(plog((exp((-0.231*((plog(exp(plog(x1)))-plog(x0))^2)))*exp((-0.176-((x1*exp(plog(-0.292)))^2)))))))))))))))*(0.496^2))))*plog((exp(plog(x1))*(exp(plog((-0.994*(-1.255*x0))))-((-0.386*x0)^2)))))),exp(plog((-0.148996*x0**2 + exp(plog(1.24747*x0)))*exp(plog(x1)))*exp(plog(0.246016*exp(plog(exp(plog(exp(plog(exp(plog(exp(exp(plog(0.838617983337074*exp(-x1**2*exp(2*plog(-0.292)) - 0.231*(plog(x0) - plog(exp(plog(x1))))**2))))))))))))))),57,79.0,11.0,45.0,6.0,74.0,9.0,44.0,6.0,7.0,6.0
pagie,58,EPLEX,EPLEX,29,1,kept,(exp(0.825)-(plog((0.235+((((0.529*plog(((0.42-0.575)-exp((plog(plog(((0.314+0.583)-exp((plog((-0.003+((-0.575/exp(0.732))/x1)))-exp(0.592))))))-(x0^2))))))^2)*(exp(exp((exp(-0.032)+((0.732/(-0.577))-((0.658/x1)/x1)))))/plog(-0.035)))^2)))^2)),2.2818807653293 - 1.0*plog(0.235 + 0.078310985281*plog(-1.0*exp(-x0**2 + plog(plog(0.897 - 0.164047378003738*exp(plog(-0.003 - 0.276544027789322/x1))))) - 0.155)**4*exp(1.48145233407848*exp(-0.658/x1**2))/plog(-0.035)**2)**2,58,55.0,12.0,49.0,12.0,59.0,14.0,41.0,10.0,13.0,9.0
pagie,59,EPLEX,EPLEX,30,1,kept,exp(plog(plog(plog(((exp(plog((plog((x0/(-1.206/x1)))-(0.02*(-0.823)))))+((-1.052^2)^2))/(exp(plog(plog(plog(plog(plog((-0.892/(-0.928/(exp(plog(plog(plog((-0.621/(-0.463/(x1/(-0.848))))))))/(x1/(plog(plog((-0.985/(x0/(-0.606)))))/(x0/0.057))))))))))))/(x1/(-1.265/(x0/0.06))))))))),exp(plog(plog(plog(-13.1752305665349*x0*x1*(exp(plog(plog(-0.829187396351575*x0*x1) + 0.01646)) + 1.224793743616)*exp(-plog(plog(plog(plog(plog(0.0547887931034483*plog(plog(0.59691/x0))*exp(plog(plog(plog(-1.58166591955662*x1))))/(x0*x1))))))))))),59,89.0,20.0,67.0,13.0,89.0,20.0,67.0,13.0,13.0,6.0
pagie,60,FEAT,FEAT,1,0,drop_feat,-0.238124-24.83*exp(0.9604*plog(0.4815*x1))+15.42*exp(0.7400*plog(0.7883*x1))+8.08*(0.1125*x1*x1)+2.84*exp(0.7583*plog(0.4054*(0.2013*plog(0.8524*x1)-0.4097*plog(0.1341*x1))))-2.54*(0.7276*exp(0.3544*plog(0.0385*plog(0.4594*plog(0.4933*x0))))*plog(0.8267*x0))+1.23*(0.7276*exp(0.3544*plog(0.9135*x0))*plog(0.7992*x0))-1.05*exp(0.8431*plog(0.4774*plog(0.4071*plog(0.7224*(0.6793*x0-0.4595*x0)))))+0.56*(0.7276*plog(0.4774*x0)*plog(0.4071*plog(0.0895*(0.6793*x0-0.4595*x0))))-0.26*plog(0.7751*(0.0451*plog(0.6111*(0.0451*x1-0.2857*(0.3418*plog(0.7943*x1)*plog(0.1341*x1))))-0.2857*(0.3418*plog(0.8524*x1)*plog(0.1341*x1))))-0.07*plog(0.0385*plog(0.4594*plog(0.4933*x0))),0.909*x1**2 + 0.407456*plog(0.4774*x0)*plog(0.4071*plog(0.0196721*x0)) + 0.894948*plog(0.7992*x0)*exp(0.3544*plog(0.9135*x0)) - 1.848104*plog(0.8267*x0)*exp(0.3544*plog(0.0385*plog(0.4594*plog(0.4933*x0)))) - 0.26*plog(-0.075690266726*plog(0.1341*x1)*plog(0.8524*x1) + 0.03495701*plog(0.02756061*x1 - 0.059675296086*plog(0.1341*x1)*plog(0.7943*x1))) - 0.07*plog(0.0385*plog(0.4594*plog(0.4933*x0))) - 24.83*exp(0.9604*plog(0.4815*x1)) + 15.42*exp(0.74*plog(0.7883*x1)) + 2.84*exp(0.7583*plog(-0.16609238*plog(0.1341*x1) + 0.08160702*plog(0.8524*x1))) - 1.05*exp(0.8431*plog(0.4774*plog(0.4071*plog(0.15878352*x0)))) - 0.238124,60,217.0,59.0,187.0,46.0,191.0,48.0,186.0,46.0,59.0,35.0
pagie,61,FEAT,FEAT,2,0,drop_feat,6491.04-5470.17*exp(0.4540*exp(0.8175*plog(0.4705*x0)))-5318.63*exp(0.3089*plog(0.0507*x1))+2136.96*exp(0.9624*plog(0.1415*x0))-1756.03*plog(0.3508*plog(0.0498*x1))+1272.39*exp(0.8175*plog(0.8114*x0))+881.06*exp(0.4263*plog(0.7919*x1))-265.98*exp(0.9094*plog(0.6041*x1))+239.62*(0.4211*x0*x0)-118.55*plog(0.0092*x1)+73.38*exp(0.4540*plog(0.1415*exp(0.8175*plog(0.4705*x0)))),100.903982*x0**2 - 118.55*plog(0.0092*x1) - 1756.03*plog(0.3508*plog(0.0498*x1)) + 2136.96*exp(0.9624*plog(0.1415*x0)) + 1272.39*exp(0.8175*plog(0.8114*x0)) - 5318.63*exp(0.3089*plog(0.0507*x1)) - 265.98*exp(0.9094*plog(0.6041*x1)) + 881.06*exp(0.4263*plog(0.7919*x1)) + 73.38*exp(0.454*plog(0.1415*exp(0.8175*plog(0.4705*x0)))) - 5470.17*exp(0.454*exp(0.8175*plog(0.4705*x0))) + 6491.04,61,116.0,32.0,114.0,31.0,114.0,31.0,113.0,31.0,32.0,20.0
pagie,62,FEAT,FEAT,3,0,drop_feat,175.077+1170.44*exp(0.9429*plog(0.1054*x1))+879.67*(0.6252*x1*(0.2937*(0.0377*plog(0.3056*x1)*x1)+0.7890*(0.7540*x1-0.7092*x1)))-318.39*exp(0.7986*plog(0.3056*x1))-170.15*exp(0.2075*(0.3885*x1*x1))+25.21*exp(0.3431*plog(0.1054*x1))+5.10*exp(0.9189*plog(0.1912*plog(0.3540*plog(0.4520*x0))))-5.01*exp(0.7665*exp(0.9830*plog(0.4818*x0)))-2.31*(0.2937*plog(0.3827*plog(0.3540*x0))+0.7890*exp(0.9830*plog(0.5828*x0)))+0.09*(0.2937*plog(0.3827*plog(0.3540*plog(0.4520*exp(0.9862*plog(0.5283*x0)))))+0.7890*(0.3885*x1*(0.3885*x1*x1)))+0.05*plog(0.0563*(0.5292*x1-0.9916*(0.7164*(0.2768*x0/0.1085*x0)+0.1156*x1))),0.0107176990725*x1**3 + 549.969684*x1*(0.01107249*x1*plog(0.3056*x1) + 0.0353472*x1) + 0.05*plog(-0.102032102921674*x0**2 + 0.023340349552*x1) - 0.678447*plog(0.3827*plog(0.354*x0)) + 0.026433*plog(0.3827*plog(0.354*plog(0.452*exp(0.9862*plog(0.5283*x0))))) - 170.15*exp(0.08061375*x1**2) - 1.82259*exp(0.983*plog(0.5828*x0)) + 25.21*exp(0.3431*plog(0.1054*x1)) + 1170.44*exp(0.9429*plog(0.1054*x1)) - 318.39*exp(0.7986*plog(0.3056*x1)) + 5.1*exp(0.9189*plog(0.1912*plog(0.354*plog(0.452*x0)))) - 5.01*exp(0.7665*exp(0.983*plog(0.4818*x0))) + 175.077,62,194.0,55.0,162.0,41.0,162.0,42.0,153.0,40.0,55.0,28.0
pagie,63,FEAT,FEAT,4,0,drop_feat,-1220.65+1839.35*exp(0.9414*plog(0.0776*x1))-1445.64*plog(0.1027*plog(0.0459*x1))+1062.76*plog(0.1183*plog(0.1671*(0.1862*x1*x1)))+264.74*plog(0.6611*plog(0.1671*(0.3881*x0-0.6949*x0)))+181.90*exp(0.3441*plog(0.9860*x0))+136.25*(0.1917*plog(0.8057*x1)*(0.6542*x1*x1))+22.38*plog(0.4034*(0.4107*x1/0.3788*x0))+13.55*(0.1372*x0*x0)+9.99*exp(0.9617*plog(0.1006*plog(0.1671*plog(0.1121*(0.4346*x0*x0)))))+0.18*(0.3234*plog(0.8057*x1)*x1),1.85906*x0**2 + 17.087131575*x1**2*plog(0.8057*x1) + 0.058212*x1*plog(0.8057*x1) + 22.38*plog(0.437371647307286*x0*x1) + 264.74*plog(0.6611*plog(-0.05126628*x0)) - 1445.64*plog(0.1027*plog(0.0459*x1)) + 1062.76*plog(0.1183*plog(0.03111402*x1**2)) + 181.9*exp(0.3441*plog(0.986*x0)) + 1839.35*exp(0.9414*plog(0.0776*x1)) + 9.99*exp(0.9617*plog(0.1006*plog(0.1671*plog(0.04871866*x0**2)))) - 1220.65,63,142.0,38.0,112.0,27.0,122.0,29.0,110.0,27.0,38.0,21.0
pagie,64,FEAT,FEAT,5,0,drop_feat,-24.8439-40.05*(0.4300*plog(0.2884*(0.4062*plog(0.2884*x1)/0.9020*(0.7393*x0/0.7441*x0)))/0.2400*(0.7393*x0/0.7441*x0))-26.36*(0.0917*x1*x1)+4.79*plog(0.6811*plog(0.4666*x1))-4.77*exp(0.8765*plog(0.0975*plog(0.3709*plog(0.1125*x0))))+1.21*exp(0.5897*(0.1873*plog(0.4666*x0)+0.7736*plog(0.0975*plog(0.9314*plog(0.4666*plog(0.2540*x0))))))+0.94*exp(0.8767*plog(0.6486*plog(0.3955*plog(0.4666*x0))))-0.70*(0.3672*x0*x0)+0.28*(0.2342*(0.1873*(0.0695*x0*x0)+0.7736*plog(0.4443*plog(0.3709*(0.9191*x1-0.1600*plog(0.2540*x1)))))+0.5612*plog(0.4859*plog(0.3440*plog(0.4666*plog(0.2540*plog(0.3709*(0.9191*x1-0.1600*plog(0.2540*x1))))))))+0.27*exp(0.7277*plog(0.3440*plog(0.4666*plog(0.2540*plog(0.4666*plog(0.2540*x1))))))+0.04*plog(0.3871*(0.1502*x1-0.5203*exp(0.0971*plog(0.3709*(0.9191*x1-0.1600*plog(0.2540*exp(0.0971*(0.3672*x0*x0)))))))),-71.2933686668459*x0**2*plog(0.129038123622013*x0**2*plog(0.2884*x1)) - 0.2561863742564*x0**2 - 2.417212*x1**2 + 0.04*plog(0.05814242*x1 - 0.20140813*exp(0.0971*plog(0.34089419*x1 - 0.059344*plog(0.254*exp(0.03565512*x0**2))))) + 4.79*plog(0.6811*plog(0.4666*x1)) + 0.0507295936*plog(0.4443*plog(0.34089419*x1 - 0.059344*plog(0.254*x1))) + 0.157136*plog(0.4859*plog(0.344*plog(0.4666*plog(0.254*plog(0.34089419*x1 - 0.059344*plog(0.254*x1)))))) + 1.21*exp(0.11045081*plog(0.4666*x0) + 0.45619192*plog(0.0975*plog(0.9314*plog(0.4666*plog(0.254*x0))))) - 4.77*exp(0.8765*plog(0.0975*plog(0.3709*plog(0.1125*x0)))) + 0.94*exp(0.8767*plog(0.6486*plog(0.3955*plog(0.4666*x0)))) + 0.27*exp(0.7277*plog(0.344*plog(0.4666*plog(0.254*plog(0.4666*plog(0.254*x1)))))) - 24.8439,64,269.0,75.0,231.0,56.0,227.0,56.0,217.0,55.0,75.0,43.0
pagie,65,FEAT,FEAT,6,0,drop_feat,-264.266-391.41*exp(0.7611*plog(0.6855*(0.5072*x1*x1)))+339.29*exp(0.6609*plog(0.6855*(0.5072*x1*x1)))-126.11*plog(0.1049*plog(0.2143*x1))+115.08*plog(0.9290*plog(0.2726*x1))+69.10*(0.5072*x1*x1)-68.35*exp(0.7611*plog(0.2726*x1))+12.18*exp(0.0974*exp(0.3214*(0.6091*(0.3353*x0*x0)/0.9059*plog(0.5775*plog(0.3139*(0.3870*x0/0.5355*x0))))))-2.62*(0.2635*exp(0.2630*(0.2635*x1*plog(0.7442*plog(0.5736*plog(0.6855*x1)))))*plog(0.6855*x1))-2.00*exp(0.0974*exp(0.3214*(0.6091*(0.3353*x0*x0)/0.9059*plog(0.5886*x0))))+0.02*plog(0.6203*(0.3254*plog(0.5471*plog(0.6855*x1))*plog(0.5471*plog(0.7670*x1)))),35.04752*x1**2 - 0.69037*plog(0.6855*x1)*exp(0.0693005*x1*plog(0.7442*plog(0.5736*plog(0.6855*x1)))) + 0.02*plog(0.20184562*plog(0.5471*plog(0.6855*x1))*plog(0.5471*plog(0.767*x1))) - 126.11*plog(0.1049*plog(0.2143*x1)) + 115.08*plog(0.929*plog(0.2726*x1)) - 68.35*exp(0.7611*plog(0.2726*x1)) + 339.29*exp(0.6609*plog(0.3476856*x1**2)) - 391.41*exp(0.7611*plog(0.3476856*x1**2)) - 2.0*exp(0.0974*exp(0.0724582374677117*x0**2*plog(0.5886*x0))) + 12.18*exp(0.0974*exp(0.0724582374677117*x0**2*plog(0.5775*plog(0.226852100840336*x0**2)))) - 264.266,65,191.0,52.0,163.0,38.0,163.0,38.0,157.0,38.0,52.0,32.0
pagie,66,FEAT,FEAT,7,0,drop_feat,4742.22-628.68*(0.1914*x0/0.0243*(0.9427*(0.2095*x1*(0.0571*x0*x1))-0.0667*x0))-80.65*exp(0.7243*exp(0.6896*plog(0.5464*x1)))-52.70*exp(0.9915*plog(0.9947*(0.0970*x0*plog(0.3820*plog(0.1819*x0)))))+37.38*exp(0.6167*plog(0.5464*x1))+32.88*exp(0.9167*plog(0.6156*x1))+12.12*(0.1917*x0*x0)+1.73*exp(0.6896*plog(0.4049*(0.9427*(0.2095*x1*(0.0571*x0*x1))-0.0667*x0)))-1.29*exp(0.9016*plog(0.3234*plog(0.3820*plog(0.3602*exp(0.9016*plog(0.3421*plog(0.3820*plog(0.3602*x1))))))))+0.05*plog(0.2122*plog(0.3820*plog(0.1819*x0)))+0.05*plog(0.0367*(0.5423*x1+0.1700*(0.0291*x1-0.0010*plog(0.1845*x1)))),2.323404*x0**2 - 4951.82518518518*x0*(0.011277001615*x0*x1**2 - 0.0667*x0) + 0.05*plog(0.0200839649*x1 - 6.239e-6*plog(0.1845*x1)) + 0.05*plog(0.2122*plog(0.382*plog(0.1819*x0))) + 37.38*exp(0.6167*plog(0.5464*x1)) + 32.88*exp(0.9167*plog(0.6156*x1)) - 52.7*exp(0.9915*plog(0.0964859*x0*plog(0.382*plog(0.1819*x0)))) + 1.73*exp(0.6896*plog(0.0045660579539135*x0*x1**2 - 0.02700683*x0)) - 1.29*exp(0.9016*plog(0.3234*plog(0.382*plog(0.3602*exp(0.9016*plog(0.3421*plog(0.382*plog(0.3602*x1)))))))) - 80.65*exp(0.7243*exp(0.6896*plog(0.5464*x1))) + 4742.22,66,191.0,53.0,157.0,39.0,165.0,41.0,154.0,39.0,53.0,29.0
pagie,67,FEAT,FEAT,8,0,drop_feat,1057.91-36557.92*(0.0140*(0.0075*x1*x1)*(0.1937*x0/0.2264*x0))-1052.19*exp(0.6096*exp(0.8056*plog(0.1858*(0.1489*x0*x0))))+185.55*(0.5156*(0.1489*x0*x0)+0.6166*(0.0004*x1*plog(0.6882*plog(0.4103*plog(0.4103*x1)))))+45.59*exp(0.6096*plog(0.6598*(0.4020*x0*x0)))-9.45*plog(0.6882*plog(0.4103*plog(0.3573*plog(0.2855*x1))))+9.41*plog(0.1306*plog(0.3205*plog(0.4103*plog(0.4103*x1))))-6.98*(0.9551*plog(0.2855*plog(0.2946*plog(0.2855*x1)))/0.0310*(0.0075*x1*x1))+6.41*(0.8682*plog(0.2855*x1)/0.7932*plog(0.1171*x1))+1.10*exp(0.8248*plog(0.9288*plog(0.3203*plog(0.1858*x0))))+0.02*plog(0.1306*plog(0.1306*plog(0.3205*(0.5156*(0.5156*(0.1489*x0*x0)+0.6166*(0.0004*x1*plog(0.6882*plog(0.4103*plog(0.4103*x1)))))+0.6166*(0.0004*x1*plog(0.6882*x1)))))),-3.28415749081272*x0**2*x1**2 + 14.245200462*x0**2 - 1.61288661290323*x1**2*plog(0.2855*plog(0.2946*plog(0.2855*x1))) + 0.045764052*x1*plog(0.6882*plog(0.4103*plog(0.4103*x1))) + 7.01608925869894*plog(0.1171*x1)*plog(0.2855*x1) + 0.02*plog(0.1306*plog(0.1306*plog(0.012686696455432*x0**2 + 7.904812e-5*x1*plog(0.6882*x1) + 4.0757210672e-5*x1*plog(0.6882*plog(0.4103*plog(0.4103*x1)))))) - 9.45*plog(0.6882*plog(0.4103*plog(0.3573*plog(0.2855*x1)))) + 9.41*plog(0.1306*plog(0.3205*plog(0.4103*plog(0.4103*x1)))) + 45.59*exp(0.6096*plog(0.2652396*x0**2)) + 1.1*exp(0.8248*plog(0.9288*plog(0.3203*plog(0.1858*x0)))) - 1052.19*exp(0.6096*exp(0.8056*plog(0.02766562*x0**2))) + 1057.91,67,241.0,65.0,203.0,47.0,205.0,47.0,191.0,46.0,65.0,38.0
pagie,68,FEAT,FEAT,9,0,drop_feat,-51.3734-29.04*(0.3990*plog(0.4803*x1)+0.5487*(0.1813*x0*x0))+22.67*plog(0.2992*plog(0.1760*x0))-20.20*plog(0.7876*plog(0.3112*x0))-15.79*plog(0.2749*(0.0373*plog(0.2243*x1)/0.6419*(0.6638*x1/0.3173*plog(0.3246*x1))))-2.19*(0.1330*(0.7715*x0/0.0733*x1)*(0.5620*x1*x0))-1.46*exp(0.4754*plog(0.0591*plog(0.4086*plog(0.1760*x0))))+0.59*exp(0.4658*plog(0.9260*(0.9795*x1-0.0223*plog(0.4086*plog(0.3995*x1)))))-0.21*plog(0.4541*plog(0.4727*plog(0.3112*plog(0.1760*x0))))-0.05*plog(0.7075*(0.4795*x1+0.9798*exp(0.4675*x1)))-0.05*(0.4647*plog(0.7374*plog(0.9899*x1))-0.4936*plog(0.0198*(0.4795*x1+0.9798*plog(0.4937*x1)))),-1.72291569454297*x0**2*x1**2 - 2.8888791624*x0**2 - 11.58696*plog(0.4803*x1) - 15.79*plog(0.0334182244770796*x1*plog(0.2243*x1)*plog(0.3246*x1)) + 0.02468*plog(0.0094941*x1 + 0.01940004*plog(0.4937*x1)) - 0.05*plog(0.33924625*x1 + 0.6932085*exp(0.4675*x1)) + 22.67*plog(0.2992*plog(0.176*x0)) - 20.2*plog(0.7876*plog(0.3112*x0)) - 0.023235*plog(0.7374*plog(0.9899*x1)) - 0.21*plog(0.4541*plog(0.4727*plog(0.3112*plog(0.176*x0)))) + 0.59*exp(0.4658*plog(0.907017*x1 - 0.0206498*plog(0.4086*plog(0.3995*x1)))) - 1.46*exp(0.4754*plog(0.0591*plog(0.4086*plog(0.176*x0)))) - 51.3734,68,202.0,56.0,174.0,42.0,176.0,43.0,168.0,42.0,56.0,32.0
